timestamp,largeDestCount,connectionCount,pendingMessageCount,pendingMessageSize,inboundMessageRate,inboundMessageCount,outboundMessageRate,outboundMessageCount,queueCount,consumerCount,producerCount,topicCount,msgMem,diskReadRate,durableCount,diskWriteRate,sessionCount,asyncDBSize,syncDBSize,msgMemPooled,routeRecoverCount,adminConnectionCount,outboundBytesRate,inboundBytesRate,diskReadOperationsRate,clientConnectionCount,diskWriteOperationsRate,RespTime
Fri Aug 30 10:26:49 238 BST 2019,0,2,0,0,0,667,0,666,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,2
Fri Aug 30 10:27:19 242 BST 2019,0,2,0,0,0,670,0,669,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,2
Fri Aug 30 10:27:49 245 BST 2019,0,2,0,0,0,673,0,672,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,2
Fri Aug 30 10:28:19 250 BST 2019,0,2,0,0,0,676,0,675,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,2
Fri Aug 30 10:28:49 254 BST 2019,0,2,0,0,0,679,0,678,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,2
Fri Aug 30 10:29:19 258 BST 2019,0,2,0,0,0,682,0,681,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,2
Fri Aug 30 10:29:49 261 BST 2019,0,2,0,0,0,685,0,684,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,2
Fri Aug 30 10:30:19 266 BST 2019,0,2,0,0,0,688,0,687,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,2
Fri Aug 30 10:30:49 267 BST 2019,0,2,0,0,0,691,0,690,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,0
Fri Aug 30 10:31:19 271 BST 2019,0,2,0,0,0,694,0,693,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,2
Fri Aug 30 10:31:49 274 BST 2019,0,2,0,0,0,697,0,696,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,2
Fri Aug 30 10:32:19 278 BST 2019,0,2,0,0,0,700,0,699,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,2
Fri Aug 30 10:32:49 283 BST 2019,0,2,0,0,0,703,0,702,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,2
Fri Aug 30 10:33:19 285 BST 2019,0,2,0,0,0,706,0,705,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,0
Fri Aug 30 10:33:49 289 BST 2019,0,2,0,0,0,709,0,708,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,2
Fri Aug 30 10:34:19 293 BST 2019,0,2,0,0,0,712,0,711,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,2
Fri Aug 30 10:34:49 295 BST 2019,0,2,0,0,0,715,0,714,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,0
Fri Aug 30 10:35:19 300 BST 2019,0,2,0,0,0,718,0,717,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,2
Fri Aug 30 10:35:49 304 BST 2019,0,2,0,0,0,721,0,720,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,2
Fri Aug 30 10:36:19 308 BST 2019,0,2,0,0,0,724,0,723,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,2
Fri Aug 30 10:36:49 313 BST 2019,0,2,0,0,0,727,0,726,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,2
Fri Aug 30 10:37:19 314 BST 2019,0,2,0,0,0,730,0,729,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,0
Fri Aug 30 10:37:49 316 BST 2019,0,2,0,0,0,733,0,732,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,1
Fri Aug 30 10:38:19 318 BST 2019,0,2,0,0,0,736,0,735,8,3,1,7,17692,0,0,0,2,3072,2048,53248,0,-1,0,0,0,-1,0,0
timestamp,asyncDBSize,sessionCount,syncDBSize,diskReadRate,msgMem,durableCount,diskWriteRate,queueCount,consumerCount,topicCount,producerCount,pendingMessageCount,largeDestCount,outboundMessageRate,outboundMessageCount,inboundMessageRate,connectionCount,inboundMessageCount,pendingMessageSize,msgMemPooled,routeRecoverCount,diskReadOperationsRate,inboundBytesRate,clientConnectionCount,adminConnectionCount,outboundBytesRate,diskWriteOperationsRate,RespTime
Fri Aug 30 11:55:35 659 BST 2019,3072,1,2048,0,13026,0,0,8,1,5,1,0,0,0,741,0,1,742,0,53248,0,0,0,-1,-1,0,0,1
Fri Aug 30 11:56:05 668 BST 2019,3072,2,2048,0,17690,0,0,8,3,7,1,0,0,0,745,0,2,746,0,53248,0,0,86,-1,-1,1559,0,3
Fri Aug 30 11:56:35 675 BST 2019,3072,2,2048,0,17691,0,0,8,3,7,1,0,0,0,748,0,2,749,0,53248,0,0,0,-1,-1,0,0,2
Fri Aug 30 11:57:05 685 BST 2019,3072,2,2048,0,17691,0,0,8,3,7,1,0,0,0,751,0,2,752,0,53248,0,0,0,-1,-1,0,0,3
Fri Aug 30 11:57:35 690 BST 2019,3072,2,2048,0,17691,0,0,8,3,7,1,0,0,0,754,0,2,755,0,53248,0,0,0,-1,-1,0,0,2
Fri Aug 30 11:58:05 694 BST 2019,3072,2,2048,0,17691,0,0,8,3,7,1,0,0,0,757,0,2,758,0,53248,0,0,0,-1,-1,0,0,1
Fri Aug 30 11:58:35 700 BST 2019,3072,2,2048,0,17691,0,0,8,3,7,1,0,0,0,760,0,2,761,0,53248,0,0,0,-1,-1,0,0,1
timestamp,topicCount,consumerCount,producerCount,queueCount,largeDestCount,outboundMessageCount,outboundMessageRate,inboundMessageCount,inboundMessageRate,connectionCount,pendingMessageSize,pendingMessageCount,diskWriteRate,asyncDBSize,msgMem,syncDBSize,sessionCount,durableCount,diskReadRate,routeRecoverCount,outboundBytesRate,diskReadOperationsRate,adminConnectionCount,diskWriteOperationsRate,inboundBytesRate,clientConnectionCount,msgMemPooled,RespTime
Fri Aug 30 12:04:53 423 BST 2019,5,1,1,8,0,3,0,4,0,1,0,0,0,3584,12533,1536,1,0,0,0,0,0,-1,0,0,-1,53248,1
Fri Aug 30 12:05:23 434 BST 2019,7,3,1,8,0,5,0,6,0,2,0,0,0,3584,17197,1536,2,0,0,0,0,0,-1,0,0,-1,53248,1
Fri Aug 30 12:05:53 438 BST 2019,7,3,1,8,0,7,0,8,0,2,0,0,0,3584,17197,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:06:23 445 BST 2019,7,3,1,8,0,9,0,10,0,2,0,0,0,3584,17198,1536,2,0,0,0,0,0,-1,0,0,-1,53248,3
Fri Aug 30 12:06:53 449 BST 2019,7,3,1,8,0,11,0,12,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,3
Fri Aug 30 12:07:23 453 BST 2019,7,3,1,8,0,13,0,14,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:07:53 460 BST 2019,7,3,1,8,0,15,0,16,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,3
Fri Aug 30 12:08:23 471 BST 2019,7,3,1,8,0,17,0,18,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,4
Fri Aug 30 12:08:53 476 BST 2019,7,3,1,8,0,19,0,20,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,3
Fri Aug 30 12:09:23 483 BST 2019,7,3,1,8,0,21,0,22,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,1
Fri Aug 30 12:09:53 493 BST 2019,7,3,1,8,0,23,0,24,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,3
Fri Aug 30 12:10:23 501 BST 2019,7,3,1,8,0,25,0,26,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:10:53 506 BST 2019,7,3,1,8,0,27,0,28,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:11:23 512 BST 2019,7,3,1,8,0,29,0,30,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,3
Fri Aug 30 12:11:53 517 BST 2019,7,3,1,8,0,31,0,32,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,3
Fri Aug 30 12:12:23 522 BST 2019,7,3,1,8,0,33,0,34,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:12:53 544 BST 2019,7,3,1,8,0,35,0,36,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,3
Fri Aug 30 12:13:23 546 BST 2019,7,3,1,8,0,37,0,38,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:13:53 557 BST 2019,7,3,1,8,0,39,0,40,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,3
Fri Aug 30 12:14:23 562 BST 2019,7,3,1,8,0,41,0,42,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:14:53 568 BST 2019,7,3,1,8,0,43,0,44,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:15:23 576 BST 2019,7,3,1,8,0,45,0,46,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,3
Fri Aug 30 12:15:53 585 BST 2019,7,3,1,8,0,47,0,48,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,3
Fri Aug 30 12:16:23 591 BST 2019,7,3,1,8,0,49,0,50,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,3
Fri Aug 30 12:16:53 601 BST 2019,7,3,1,8,0,51,0,52,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,3
Fri Aug 30 12:17:23 613 BST 2019,7,3,1,8,0,53,0,54,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,3
Fri Aug 30 12:17:53 618 BST 2019,7,3,1,8,0,55,0,56,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,1
Fri Aug 30 12:18:23 622 BST 2019,7,3,1,8,0,57,0,58,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,3
Fri Aug 30 12:18:53 629 BST 2019,7,3,1,8,0,59,0,60,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,3
Fri Aug 30 12:19:23 636 BST 2019,7,3,1,8,0,61,0,62,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,3
Fri Aug 30 12:19:53 644 BST 2019,7,3,1,8,0,63,0,64,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,1
Fri Aug 30 12:20:23 649 BST 2019,7,3,1,8,0,65,0,66,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,1
Fri Aug 30 12:20:53 653 BST 2019,7,3,1,8,0,67,0,68,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,1
Fri Aug 30 12:21:23 659 BST 2019,7,3,1,8,0,69,0,70,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:21:53 665 BST 2019,7,3,1,8,0,71,0,72,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:22:23 672 BST 2019,7,3,1,8,0,73,0,74,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:22:53 674 BST 2019,7,3,1,8,0,75,0,76,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,1
Fri Aug 30 12:23:23 678 BST 2019,7,3,1,8,0,77,0,78,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:23:53 686 BST 2019,7,3,1,8,0,79,0,80,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:24:23 687 BST 2019,7,3,1,8,0,81,0,82,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:24:53 698 BST 2019,7,3,1,8,0,83,0,84,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:25:23 702 BST 2019,7,3,1,8,0,85,0,86,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:25:53 709 BST 2019,7,3,1,8,0,87,0,88,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:26:23 714 BST 2019,7,3,1,8,0,89,0,90,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:26:53 722 BST 2019,7,3,1,8,0,91,0,92,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:27:23 728 BST 2019,7,3,1,8,0,93,0,94,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:27:53 736 BST 2019,7,3,1,8,0,95,0,96,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:28:23 741 BST 2019,7,3,1,8,0,97,0,98,0,2,0,0,0,3584,17691,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:28:53 749 BST 2019,7,3,1,8,0,99,0,100,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:29:23 757 BST 2019,7,3,1,8,0,101,0,102,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:29:53 759 BST 2019,7,3,1,8,0,103,0,104,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,1
Fri Aug 30 12:30:23 765 BST 2019,7,3,1,8,0,105,0,106,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:30:53 768 BST 2019,7,3,1,8,0,107,0,108,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:31:23 778 BST 2019,7,3,1,8,0,109,0,110,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:31:53 783 BST 2019,7,3,1,8,0,111,0,112,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:32:23 790 BST 2019,7,3,1,8,0,113,0,114,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,1
Fri Aug 30 12:32:53 795 BST 2019,7,3,1,8,0,115,0,116,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:33:23 800 BST 2019,7,3,1,8,0,117,0,118,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:33:53 804 BST 2019,7,3,1,8,0,119,0,120,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:34:23 826 BST 2019,7,3,1,8,0,121,0,122,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:34:53 831 BST 2019,7,3,1,8,0,123,0,124,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,1
Fri Aug 30 12:35:23 837 BST 2019,7,3,1,8,0,125,0,126,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:35:53 845 BST 2019,7,3,1,8,0,127,0,128,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,3
Fri Aug 30 12:36:23 850 BST 2019,7,3,1,8,0,129,0,130,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:36:53 851 BST 2019,7,3,1,8,0,131,0,132,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:37:23 860 BST 2019,7,3,1,8,0,133,0,134,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:37:53 864 BST 2019,7,3,1,8,0,135,0,136,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:38:23 871 BST 2019,7,3,1,8,0,137,0,138,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:38:53 875 BST 2019,7,3,1,8,0,139,0,140,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:39:23 880 BST 2019,7,3,1,8,0,141,0,142,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:39:53 886 BST 2019,7,3,1,8,0,143,0,144,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:40:23 890 BST 2019,7,3,1,8,0,145,0,146,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:40:53 899 BST 2019,7,3,1,8,0,147,0,148,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:41:23 905 BST 2019,7,3,1,8,0,149,0,150,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:41:53 912 BST 2019,7,3,1,8,0,151,0,152,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,1
Fri Aug 30 12:42:23 919 BST 2019,7,3,1,8,0,153,0,154,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:42:53 921 BST 2019,7,3,1,8,0,155,0,156,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:43:23 928 BST 2019,7,3,1,8,0,157,0,158,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:43:53 938 BST 2019,7,3,1,8,0,159,0,160,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:44:23 943 BST 2019,7,3,1,8,0,161,0,162,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,1
Fri Aug 30 12:44:53 950 BST 2019,7,3,1,8,0,163,0,164,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:45:23 954 BST 2019,7,3,1,8,0,165,0,166,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:45:53 958 BST 2019,7,3,1,8,0,167,0,168,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:46:23 969 BST 2019,7,3,1,8,0,169,0,170,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:46:53 973 BST 2019,7,3,1,8,0,171,0,172,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,1
Fri Aug 30 12:47:23 978 BST 2019,7,3,1,8,0,173,0,174,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:47:53 982 BST 2019,7,3,1,8,0,175,0,176,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:48:23 989 BST 2019,7,3,1,8,0,177,0,178,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:48:53 996 BST 2019,7,3,1,8,0,179,0,180,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:49:24 001 BST 2019,7,3,1,8,0,181,0,182,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,1
Fri Aug 30 12:49:54 007 BST 2019,7,3,1,8,0,183,0,184,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:50:24 013 BST 2019,7,3,1,8,0,185,0,186,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:50:54 020 BST 2019,7,3,1,8,0,187,0,188,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:51:24 027 BST 2019,7,3,1,8,0,189,0,190,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:51:54 033 BST 2019,7,3,1,8,0,191,0,192,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:52:24 041 BST 2019,7,3,1,8,0,193,0,194,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:52:54 046 BST 2019,7,3,1,8,0,195,0,196,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:53:24 051 BST 2019,7,3,1,8,0,197,0,198,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:53:54 057 BST 2019,7,3,1,8,0,199,0,200,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,1
Fri Aug 30 12:54:24 064 BST 2019,7,3,1,8,0,201,0,202,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:54:54 071 BST 2019,7,3,1,8,0,203,0,204,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:55:24 076 BST 2019,7,3,1,8,0,205,0,206,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:55:54 080 BST 2019,7,3,1,8,0,207,0,208,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:56:24 085 BST 2019,7,3,1,8,0,209,0,210,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:56:54 090 BST 2019,7,3,1,8,0,211,0,212,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:57:24 096 BST 2019,7,3,1,8,0,213,0,214,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:57:54 101 BST 2019,7,3,1,8,0,215,0,216,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,1
Fri Aug 30 12:58:24 105 BST 2019,7,3,1,8,0,217,0,218,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:58:54 109 BST 2019,7,3,1,8,0,219,0,220,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:59:24 114 BST 2019,7,3,1,8,0,221,0,222,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 12:59:54 119 BST 2019,7,3,1,8,0,223,0,224,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 13:00:24 123 BST 2019,7,3,1,8,0,225,0,226,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,1
Fri Aug 30 13:00:54 125 BST 2019,7,3,1,8,0,227,0,228,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 13:01:24 134 BST 2019,7,3,1,8,0,229,0,230,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 13:01:54 140 BST 2019,7,3,1,8,0,231,0,232,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 13:02:24 145 BST 2019,7,3,1,8,0,233,0,234,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
Fri Aug 30 13:02:54 151 BST 2019,7,3,1,8,0,235,0,236,0,2,0,0,0,3584,17692,1536,2,0,0,0,0,0,-1,0,0,-1,53248,2
